0 Branching ratio for O2       Total        1 branches    
Lambda          Total           O/O
3813.16         2.29E-25        0.00E+00
3813.65         2.29E-25        0.00E+00
3814.15         2.27E-25        0.00E+00
3814.64         2.21E-25        0.00E+00
3815.14         2.18E-25        0.00E+00
3815.63         2.18E-25        0.00E+00
3816.13         2.18E-25        0.00E+00
3816.63         2.15E-25        0.00E+00
3817.12         2.12E-25        0.00E+00
3817.62         2.14E-25        0.00E+00
3818.11         2.15E-25        0.00E+00
3818.61         2.17E-25        0.00E+00
3819.10         2.18E-25        0.00E+00
3819.60         2.17E-25        0.00E+00
3820.09         2.16E-25        0.00E+00
3820.59         2.14E-25        0.00E+00
3821.09         2.13E-25        0.00E+00
3821.58         2.13E-25        0.00E+00
3822.08         2.14E-25        0.00E+00
3822.57         2.15E-25        0.00E+00
3823.07         2.14E-25        0.00E+00
3823.56         2.14E-25        0.00E+00
3824.06         2.16E-25        0.00E+00
3824.56         2.17E-25        0.00E+00
3825.05         2.12E-25        0.00E+00
3825.55         2.07E-25        0.00E+00
3826.04         2.09E-25        0.00E+00
3826.54         2.10E-25        0.00E+00
3827.03         2.10E-25        0.00E+00
3827.53         2.09E-25        0.00E+00
3828.02         2.10E-25        0.00E+00
3828.52         2.10E-25        0.00E+00
3829.02         2.09E-25        0.00E+00
3829.51         2.06E-25        0.00E+00
3830.01         2.03E-25        0.00E+00
3830.50         2.02E-25        0.00E+00
3831.00         2.02E-25        0.00E+00
3831.49         2.01E-25        0.00E+00
3831.99         2.01E-25        0.00E+00
3832.48         2.05E-25        0.00E+00
3832.98         2.09E-25        0.00E+00
3833.48         2.08E-25        0.00E+00
3833.97         2.07E-25        0.00E+00
3834.47         2.07E-25        0.00E+00
3834.96         2.07E-25        0.00E+00
3835.46         2.04E-25        0.00E+00
3835.95         2.01E-25        0.00E+00
3836.45         2.01E-25        0.00E+00
3836.95         2.06E-25        0.00E+00
3837.44         2.09E-25        0.00E+00
3837.94         2.09E-25        0.00E+00
3838.43         2.09E-25        0.00E+00
3838.93         2.07E-25        0.00E+00
3839.42         2.05E-25        0.00E+00
3839.92         2.04E-25        0.00E+00
3840.41         2.03E-25        0.00E+00
3840.91         2.00E-25        0.00E+00
3841.41         1.96E-25        0.00E+00
3841.90         1.96E-25        0.00E+00
3842.40         1.97E-25        0.00E+00
3842.89         1.98E-25        0.00E+00
3843.39         1.99E-25        0.00E+00
3843.88         2.00E-25        0.00E+00
3844.38         1.99E-25        0.00E+00
3844.87         1.98E-25        0.00E+00
3845.37         1.97E-25        0.00E+00
3845.87         1.96E-25        0.00E+00
3846.36         1.95E-25        0.00E+00
3846.86         1.94E-25        0.00E+00
3847.35         1.95E-25        0.00E+00
3847.85         1.96E-25        0.00E+00
3848.34         1.96E-25        0.00E+00
3848.84         1.96E-25        0.00E+00
3849.34         1.97E-25        0.00E+00
3849.83         1.99E-25        0.00E+00
3850.33         2.00E-25        0.00E+00
3850.82         2.00E-25        0.00E+00
3851.32         1.99E-25        0.00E+00
3851.81         1.97E-25        0.00E+00
3852.31         1.96E-25        0.00E+00
3852.80         1.95E-25        0.00E+00
3853.30         1.94E-25        0.00E+00
3853.80         1.93E-25        0.00E+00
3854.29         1.93E-25        0.00E+00
3854.79         1.93E-25        0.00E+00
3855.28         1.93E-25        0.00E+00
3855.78         1.94E-25        0.00E+00
3856.27         1.96E-25        0.00E+00
3856.77         1.96E-25        0.00E+00
3857.27         1.97E-25        0.00E+00
3857.76         1.95E-25        0.00E+00
3858.26         1.92E-25        0.00E+00
3858.75         1.90E-25        0.00E+00
3859.25         1.91E-25        0.00E+00
3859.74         1.91E-25        0.00E+00
3860.24         1.91E-25        0.00E+00
3860.73         1.90E-25        0.00E+00
3861.23         1.90E-25        0.00E+00
3861.73         1.89E-25        0.00E+00
3862.22         1.89E-25        0.00E+00
3862.72         1.89E-25        0.00E+00
3863.21         1.88E-25        0.00E+00
3863.71         1.88E-25        0.00E+00
3864.20         1.88E-25        0.00E+00
3864.70         1.88E-25        0.00E+00
3865.19         1.87E-25        0.00E+00
3865.69         1.87E-25        0.00E+00
3866.19         1.87E-25        0.00E+00
3866.68         1.88E-25        0.00E+00
3867.18         1.89E-25        0.00E+00
3867.67         1.92E-25        0.00E+00
3868.17         1.94E-25        0.00E+00
3868.66         1.88E-25        0.00E+00
3869.16         1.82E-25        0.00E+00
3869.66         1.82E-25        0.00E+00
3870.15         1.83E-25        0.00E+00
3870.65         1.84E-25        0.00E+00
3871.14         1.85E-25        0.00E+00
3871.64         1.87E-25        0.00E+00
3872.13         1.90E-25        0.00E+00
3872.63         1.91E-25        0.00E+00
3873.12         1.89E-25        0.00E+00
3873.62         1.88E-25        0.00E+00
3874.12         1.87E-25        0.00E+00
3874.61         1.86E-25        0.00E+00
3875.11         1.87E-25        0.00E+00
3875.60         1.87E-25        0.00E+00
3876.10         1.89E-25        0.00E+00
3876.59         1.91E-25        0.00E+00
3877.09         1.91E-25        0.00E+00
3877.59         1.89E-25        0.00E+00
3878.08         1.90E-25        0.00E+00
3878.58         1.91E-25        0.00E+00
3879.07         1.91E-25        0.00E+00
3879.57         1.89E-25        0.00E+00
3880.06         1.87E-25        0.00E+00
3880.56         1.87E-25        0.00E+00
3881.05         1.86E-25        0.00E+00
3881.55         1.85E-25        0.00E+00
3882.05         1.84E-25        0.00E+00
3882.54         1.81E-25        0.00E+00
3883.04         1.78E-25        0.00E+00
3883.53         1.82E-25        0.00E+00
3884.03         1.85E-25        0.00E+00
3884.52         1.86E-25        0.00E+00
3885.02         1.85E-25        0.00E+00
3885.51         1.85E-25        0.00E+00
3886.01         1.87E-25        0.00E+00
3886.51         1.86E-25        0.00E+00
3887.00         1.83E-25        0.00E+00
3887.50         1.79E-25        0.00E+00
3887.99         1.77E-25        0.00E+00
3888.49         1.75E-25        0.00E+00
3888.98         1.75E-25        0.00E+00
3889.48         1.75E-25        0.00E+00
3889.98         1.75E-25        0.00E+00
3890.47         1.75E-25        0.00E+00
3890.97         1.77E-25        0.00E+00
3891.46         1.79E-25        0.00E+00
3891.96         1.78E-25        0.00E+00
3892.45         1.76E-25        0.00E+00
3892.95         1.76E-25        0.00E+00
3893.44         1.77E-25        0.00E+00
3893.94         1.78E-25        0.00E+00
3894.44         1.79E-25        0.00E+00
3894.93         1.79E-25        0.00E+00
3895.43         1.76E-25        0.00E+00
3895.92         1.73E-25        0.00E+00
3896.42         1.75E-25        0.00E+00
3896.91         1.77E-25        0.00E+00
3897.41         1.75E-25        0.00E+00
3897.90         1.73E-25        0.00E+00
3898.40         1.69E-25        0.00E+00
3898.90         1.65E-25        0.00E+00
3899.39         1.64E-25        0.00E+00
3899.89         1.65E-25        0.00E+00
3900.38         1.64E-25        0.00E+00
3900.88         1.62E-25        0.00E+00
3901.37         1.64E-25        0.00E+00
3901.87         1.71E-25        0.00E+00
3902.37         1.77E-25        0.00E+00
3902.86         1.73E-25        0.00E+00
3903.36         1.70E-25        0.00E+00
3903.85         1.68E-25        0.00E+00
3904.35         1.66E-25        0.00E+00
3904.84         1.68E-25        0.00E+00
3905.34         1.70E-25        0.00E+00
3905.83         1.71E-25        0.00E+00
3906.33         1.72E-25        0.00E+00
3906.83         1.70E-25        0.00E+00
3907.32         1.66E-25        0.00E+00
3907.82         1.64E-25        0.00E+00
3908.31         1.65E-25        0.00E+00
3908.81         1.66E-25        0.00E+00
3909.30         1.68E-25        0.00E+00
3909.80         1.70E-25        0.00E+00
3910.30         1.68E-25        0.00E+00
3910.79         1.66E-25        0.00E+00
3911.29         1.66E-25        0.00E+00
3911.78         1.66E-25        0.00E+00
3912.28         1.63E-25        0.00E+00
3912.77         1.59E-25        0.00E+00
3913.27         1.59E-25        0.00E+00
3913.76         1.61E-25        0.00E+00
3914.26         1.60E-25        0.00E+00
3914.76         1.58E-25        0.00E+00
3915.25         1.57E-25        0.00E+00
3915.75         1.57E-25        0.00E+00
3916.24         1.57E-25        0.00E+00
3916.74         1.58E-25        0.00E+00
3917.23         1.58E-25        0.00E+00
3917.73         1.59E-25        0.00E+00
3918.22         1.61E-25        0.00E+00
3918.72         1.62E-25        0.00E+00
3919.22         1.63E-25        0.00E+00
3919.71         1.60E-25        0.00E+00
3920.21         1.56E-25        0.00E+00
3920.70         1.57E-25        0.00E+00
3921.20         1.63E-25        0.00E+00
3921.69         1.65E-25        0.00E+00
3922.19         1.63E-25        0.00E+00
3922.69         1.61E-25        0.00E+00
3923.18         1.60E-25        0.00E+00
3923.68         1.59E-25        0.00E+00
3924.17         1.59E-25        0.00E+00
3924.67         1.60E-25        0.00E+00
3925.16         1.58E-25        0.00E+00
3925.66         1.55E-25        0.00E+00
3926.15         1.57E-25        0.00E+00
3926.65         1.60E-25        0.00E+00
3927.15         1.62E-25        0.00E+00
3927.64         1.63E-25        0.00E+00
3928.14         1.62E-25        0.00E+00
3928.63         1.60E-25        0.00E+00
3929.13         1.57E-25        0.00E+00
3929.62         1.56E-25        0.00E+00
3930.12         1.55E-25        0.00E+00
3930.62         1.55E-25        0.00E+00
3931.11         1.54E-25        0.00E+00
3931.61         1.51E-25        0.00E+00
3932.10         1.48E-25        0.00E+00
3932.60         1.50E-25        0.00E+00
3933.09         1.52E-25        0.00E+00
3933.59         1.50E-25        0.00E+00
3934.08         1.47E-25        0.00E+00
3934.58         1.45E-25        0.00E+00
3935.08         1.46E-25        0.00E+00
3935.57         1.47E-25        0.00E+00
3936.07         1.49E-25        0.00E+00
3936.56         1.50E-25        0.00E+00
3937.06         1.48E-25        0.00E+00
3937.55         1.47E-25        0.00E+00
3938.05         1.53E-25        0.00E+00
3938.54         1.59E-25        0.00E+00
3939.04         1.52E-25        0.00E+00
3939.54         1.45E-25        0.00E+00
3940.03         1.44E-25        0.00E+00
3940.53         1.44E-25        0.00E+00
3941.02         1.48E-25        0.00E+00
3941.52         1.53E-25        0.00E+00
3942.01         1.56E-25        0.00E+00
3942.51         1.57E-25        0.00E+00
3943.01         1.57E-25        0.00E+00
3943.50         1.54E-25        0.00E+00
3944.00         1.52E-25        0.00E+00
3944.49         1.52E-25        0.00E+00
3944.99         1.52E-25        0.00E+00
3945.48         1.57E-25        0.00E+00
3945.98         1.62E-25        0.00E+00
3946.47         1.58E-25        0.00E+00
3946.97         1.54E-25        0.00E+00
3947.47         1.55E-25        0.00E+00
3947.96         1.57E-25        0.00E+00
3948.46         1.57E-25        0.00E+00
3948.95         1.55E-25        0.00E+00
3949.45         1.54E-25        0.00E+00
3949.94         1.53E-25        0.00E+00
3950.44         1.52E-25        0.00E+00
3950.93         1.51E-25        0.00E+00
3951.43         1.50E-25        0.00E+00
3951.93         1.49E-25        0.00E+00
3952.42         1.48E-25        0.00E+00
3952.92         1.54E-25        0.00E+00
3953.41         1.60E-25        0.00E+00
3953.91         1.57E-25        0.00E+00
3954.40         1.54E-25        0.00E+00
3954.90         1.54E-25        0.00E+00
3955.40         1.54E-25        0.00E+00
3955.89         1.57E-25        0.00E+00
3956.39         1.61E-25        0.00E+00
3956.88         1.62E-25        0.00E+00
3957.38         1.59E-25        0.00E+00
3957.87         1.57E-25        0.00E+00
3958.37         1.62E-25        0.00E+00
3958.86         1.66E-25        0.00E+00
3959.36         1.65E-25        0.00E+00
3959.86         1.64E-25        0.00E+00
3960.35         1.62E-25        0.00E+00
3960.85         1.60E-25        0.00E+00
3961.34         1.62E-25        0.00E+00
3961.84         1.64E-25        0.00E+00
3962.33         1.63E-25        0.00E+00
3962.83         1.61E-25        0.00E+00
3963.33         1.60E-25        0.00E+00
3963.82         1.59E-25        0.00E+00
3964.32         1.59E-25        0.00E+00
3964.81         1.61E-25        0.00E+00
3965.31         1.62E-25        0.00E+00
3965.80         1.62E-25        0.00E+00
3966.30         1.63E-25        0.00E+00
3966.79         1.60E-25        0.00E+00
3967.29         1.58E-25        0.00E+00
3967.79         1.61E-25        0.00E+00
3968.28         1.65E-25        0.00E+00
3968.78         1.68E-25        0.00E+00
3969.27         1.69E-25        0.00E+00
3969.77         1.66E-25        0.00E+00
3970.26         1.64E-25        0.00E+00
3970.76         1.61E-25        0.00E+00
3971.25         1.59E-25        0.00E+00
3971.75         1.58E-25        0.00E+00
3972.25         1.57E-25        0.00E+00
3972.74         1.56E-25        0.00E+00
3973.24         1.56E-25        0.00E+00
3973.73         1.55E-25        0.00E+00
3974.23         1.55E-25        0.00E+00
3974.72         1.56E-25        0.00E+00
3975.22         1.57E-25        0.00E+00
3975.72         1.58E-25        0.00E+00
3976.21         1.59E-25        0.00E+00
3976.71         1.59E-25        0.00E+00
3977.20         1.58E-25        0.00E+00
3977.70         1.57E-25        0.00E+00
3978.19         1.56E-25        0.00E+00
3978.69         1.55E-25        0.00E+00
3979.18         1.54E-25        0.00E+00
3979.68         1.52E-25        0.00E+00
3980.18         1.50E-25        0.00E+00
3980.67         1.48E-25        0.00E+00
3981.17         1.46E-25        0.00E+00
3981.66         1.45E-25        0.00E+00
3982.16         1.44E-25        0.00E+00
3982.65         1.44E-25        0.00E+00
3983.15         1.44E-25        0.00E+00
3983.64         1.44E-25        0.00E+00
3984.14         1.44E-25        0.00E+00
3984.64         1.46E-25        0.00E+00
3985.13         1.47E-25        0.00E+00
3985.63         1.48E-25        0.00E+00
3986.12         1.50E-25        0.00E+00
3986.62         1.50E-25        0.00E+00
3987.11         1.50E-25        0.00E+00
3987.61         1.49E-25        0.00E+00
3988.11         1.49E-25        0.00E+00
3988.60         1.48E-25        0.00E+00
3989.10         1.49E-25        0.00E+00
3989.59         1.49E-25        0.00E+00
3990.09         1.50E-25        0.00E+00
3990.58         1.51E-25        0.00E+00
3991.08         1.52E-25        0.00E+00
3991.57         1.52E-25        0.00E+00
3992.07         1.52E-25        0.00E+00
3992.57         1.52E-25        0.00E+00
